word_id	morphology	lemma_source	lemma_ipa	definition
1172	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/укъу'/рулъIа	b-u-q͡χ’ː-u'-r-u-t͡ɬ-a	1) сохнуть; сушиться; *шишакьIе букъере годи* одежда сушится; *хъIудила рукъере геди* посевы высохли (_от засухи_) 2) пересыхать; *макъала букъе̄гье годи *в горле пересохло; *шемела рукъере геди* губы пересохли 3) _перен._ сохнуть, иссыхать; *вукъо̄гье волIеро гуди гьудуви ро-кьIеде *от болезни он высох; *кIегьилиге* *с̄иги вукъари гьудуве *он на глазах усох; _ратл._ *букъавлахъе*, _тлян._ *букъехъе*, _цег._ *букъахъе*
1173		букъIиᴴлахъе	b-u-q͡χ’-ĩ-l-a-q͡χː-e	(_ратл._) _см._ *къIунулъIа*
1174	(-лъ̄илIи, -ла)	бу'кьIи	b-u'-t͡ɬʼ-i	дятел; _см. тж._ *ру'ша̄тIе*; _ратл._ *рушаликъо*, *кIатIера*, _тлян._ *рушатIи*
1175	(-лъ̄илIи / -лIи, -ди)	бу'кьIилуᴴкIа	b-u'-t͡ɬʼ-i-l-ũ-k’-a	_анат._ боль-* шой палец; *букьIилуᴴкIалIи милъIо* ноготь большого пальца; _ратл._ *инкIаб ункIа*, _тлян._ *буртIеникIва, цĪареб уᴴкIа *
1176	(-лъ̄илIи / -лIи, -ди)	бу'кьIилукIа	b-u'-t͡ɬʼ-i-l-u-k’-a	_анат._ боль-* шой палец; *букьIилуᴴкIалIи милъIо* ноготь большого пальца; _ратл._ *инкIаб ункIа*, _тлян._ *буртIеникIва, цĪареб уᴴкIа *
1177	(-ролIи)	б/у'кIайе	b-u'-k’-a-j-e	крошение
1178	(-ролIи)	б/укIе'	b-u-k’-e-'	1) крошение 2) рассыпчатость; _тлян._ *бичIер*
1179	(-а̄'ри, -ва, -айа', -айе̄гье, -а̄ре)	б/укIо̄'/рулъIа	b-u-k’-oː'-r-u-t͡ɬ-a	1) крошить; *иᴴгвара гъадига букIо̄рулъIа *крошить хлеб на пол (_сорить крошками хлеба_); *чупалIа иᴴгвара букIо̄рулъIа *накрошить хлеб в суп 2) лущить (_початок_ _кукурузы_); *чIакъиру букIо̄рулъIа *лущить початки кукурузы; _ратл._ *чIонулахъе*, _тлян._ *бичĪихъе*, _цег._ *бичĪахъе*
1180	(-ролIи)	б/у'кIукIайе	b-u'-k’-u-k’-a-j-e	_многокр._ крошение; _тлян._ *бичĪичĪер*
1181	(-ролIи)	б/у'кIукIе	b-u'-k’-u-k’-e	_многокр._ рассыпчатость, крошение
1182		б/укIукIи'да/б/е	b-u-k’-u-k’-i'-d-a-b-e	 1. _прич. гл._ *букIукIу'рулъIа* 2. _в знач. прил._ 1) рассыпчатый, разваристый; *букIукIидабе къоле* рассыпчатый картофель; *букIу-кIидабе цĪорогьали *разваристая фасоль 2) крупитчатый; *букIукIидабе иᴴхва* крупитчатое масло (_топленое_); _тлян._ *щущалеб*, *чибчикIеб*, _цег._ *чичибаб*
1183	(-а̄ри, -ва, -айа', -айе̄'гье, -а̄ре)	б/укIукIо̄'/рулъIа	b-u-k’-u-k’-oː'-r-u-t͡ɬ-a	_многокр._ крошить, раскрошить; *микIелоде чвила бу-кIукIери* дети все крошат (_т.е._ сорят крошками); _тлян._ *бичĪичĪехъе*, _цег._ *бичĪичĪахъе*
1184	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/укIукIу'/рулъIа	b-u-k’-u-k’-u'-r-u-t͡ɬ-a	_многокр._ крошиться; рассыпаться; *кесеки-чака букIере годи* сахар-рафинад крошится
1185	(-ари', -ва, -а', -е̄'гье, -е'ре)	б/укIу'/рулъIа	b-u-k’-u'-r-u-t͡ɬ-a	1) крошиться, терять вязкость; *мицĪи букIари *жвачка раскрошилась; *иᴴгвара букIари* хлеб раскрошился 2) рассыпаться, развариваться; *букIидабе къоле* рассыпчатая (_разваристая_) картошка
1186	(-лъ̄илIи / -лIи, -ди)	бу'лала	b-u'-l-a-l-a	баловство, шалость (_детская_); *булала гурулъIа* баловаться (_букв._ баловство делать); _тлян._ *гIамалагванга*
1187	(-ролIи)	буре'	b-u-r-e-'	1) рубление 2) сверление; прокалывание, прокол; _тлян._ *бурилер*
1188		бурлахъе	b-u-r-l-a-q͡χː-e	(_цег._) _см._* къва-бурулъIа*
1189	(-лъ̄илIи / -лIи, -ди)	буро'	b-u-r-o-'	1) сверло, бурав; *буроде катIи* *бехъу-рулъIа* сверлить _что-л._ сверлом 2) гайка, болт; *буролIи микъIе* шуруп (_букв._ буравочный гвоздь); *буро с̄оро̄рулъIа *завинчивать гайку; _ратл._ *буралIи микъIе*, _тлян._ *боро*
1190	(-ари', -ва, -а', -е̄'гье, -е'ре)	буру'/рулъIа	b-u-r-u'-r-u-t͡ɬ-a	1. 1) бурлить; *лъ̄ени* *уᴴс̄илIу эх̄а буре̄гье бекъIере годи *из-под земли бьет ключом вода 2) клубиться, бурно выходить (_о дыме из трубы_); *макъалихъу эх̄а кIвиᴴ бурере годи *дым клубится из трубы 2. сверлить; прокалывать, протыкать (_отверстие_); *рикIалIи билъурулъIа катIи бурурулъIа* просверлить замочную скважину; _тлян._ *бурилехъе*, _цег._ *бурлахъе*
1191		бус̄анхъе	b-u-sː-a-n-q͡χː-e	(_цег._) _см._* х̄арурулъIа*
1192	(-лIи, -ди / -да)	бус̄е'	b-u-sː-e-'	сова ◊ *бус̄е гула аᴴде *сове подобный человек (_о человеке, бодрствующем по ночам_); _тлян._ *бус̄а*
1193	(-илIи, -ди)	бу'тина	b-u'-t-i-n-a	1) бурка; *ишвас̄убе бутина *бурка чабана; *гIаᴴдилIи бутина *андийская бурка 2) войлок; *бутинилIи* *х̄уᴴкIа-чела *войлочные сапоги 3) кошма; *къеᴴдалIи их̄идабе бутина *кошма (_букв._ вешаемый на стену войлок); _ратл._, _тлян._ *буртина*, _цег._ *бутна*
1194	(-илIи, -ди)	мутина	m-u-t-i-n-a	1) бурка; *ишвас̄убе бутина *бурка чабана; *гIаᴴдилIи бутина *андийская бурка 2) войлок; *бутинилIи* *х̄уᴴкIа-чела *войлочные сапоги 3) кошма; *къеᴴдалIи их̄идабе бутина *кошма (_букв._ вешаемый на стену войлок); _ратл._, _тлян._ *буртина*, _цег._ *бутна*
1195	(-лилIи)	бу'тиᴴди	b-u'-t-ĩ-d-i	бурки, войлочные сапоги; *бутиᴴди гурулъIа* сшить бурки; _тлян._ *бутиндир*, _цег._ *бутналI* *танс̄ела*
1196	(-лилIи)	мутиᴴди	m-u-t-ĩ-d-i	бурки, войлочные сапоги; *бутиᴴди гурулъIа* сшить бурки; _тлян._ *бутиндир*, _цег._ *бутналI* *танс̄ела*
1197		бутIанхъе	b-u-t’-a-n-q͡χː-e	(_цег._),* бутIехъе *(_тл._)_ см._* маъо̄нулъIа*
1198		бутIен	b-u-t’-e-n	(_тл._) _см._* икьIе*
1199		бутIентIер	b-u-t’-e-n-t’-e-r	(_тл._) _см._* икьIайе*
1200		бутIентIехъе	b-u-t’-e-n-t’-e-q͡χː-e	(_тл._) _см._* икьIо̄-рулъIа*
1201		бутIенхъе	b-u-t’-e-n-q͡χː-e	(_тл._),* бутIанхъе *( _цег._) _см._* икьIурулъа*
1202	(-лIи, -ди)	бухара'	b-u-χ-a-r-a-'	каракуль;* бухаралIи хъа̄ча *каракулевая шуба; _цег._, _тлян._ *бухари*
1203	(-лIи, -ди)	бухара̄'тIале	b-u-χ-a-r-aː'-t’-a-l-e	каракулевая папаха; *бухара̄тIале* *илъу-рулъIа* а) надеть папаху б) носить папаху; _тлян._ *бухаритIале*
1204		б/у'хе	b-u'-χ-e	1*. *_масд. гл_*. бу'хурулъIа *2.* (-ролIи) *рушенье; обрушение; _тлян._ *бахер* 
1205	(-ролIи)	б/ухе'	b-u-χ-e-'	ощущение холода; _ратл._ *багъашери*, _тлян._ *багъишер*
1206		б/ухи'да/б/е	b-u-χ-i'-d-a-b-e	1.* *_прич. гл_*. буху-рулъIа *2.* *_в знач. прил._ холодный; *желъIа бухидабе жо годи* сегодня холодно (_букв._ холодный день);* *_тлян._ *багъишаб*, _цег._ *жолъаб *
1207		бухун	b-u-χ-u-n	(_тл., цег._) _см._* къIощи*
1208	(-ари',-ва, -а', -е̄'гье, -е'ре)	б/уху'/рулъIа	b-u-χ-u'-r-u-t͡ɬ-a	1) ощущать холод; *гъатиге гелIи дене йихвере гиди* в пиджаке мне холодно 2) простужаться; *хъIеди дене вухари* на улице я простудился; _ратл._ *багъашулахъе*, _тлян._ *багъишехъе*, _цег._ *багъашехъе*
1209	(-ари, -ва, -а', -е̄гье, -ере)	б/у'ху/рулъIа	b-u'-χ-u-r-u-t͡ɬ-a	рушиться, разрушаться; *чIила рухере ране геди* дом рушится; _ратл._ *бах̄авлахъе*, _тлян._ *бах̄ехъе*, _цег._ *бах̄ахъе*
1210	(-ролIи)	бу'хухе	b-u'-χ-u-χ-e	рушенье, обрушение; _тлян._ *бах̄ах̄ер*
1211		б/у'хухида/б/е	b-u'-χ-u-χ-i-d-a-b-e	 1._ прич. гл._ *бу-хуху'рулъIа* 2. _в знач. прил._ ветхий (_букв._ рушащийся); *рухухидаре чIила* ветхий дом; _тлян._* бах̄ах̄еб *
